trade_id,entry_time,exit_time,symbol,direction,entry_price,exit_price,lots,sl_price,tp_price,entry_spread,exit_spread,pnl_cash,pnl_pct,exit_reason,duration_minutes,equity_after
41,2025-10-03 19:29:00+00:00,2025-10-03 20:10:00+00:00,BTCUSD.x,SELL,123727.5,122907.713296,0.01,122907.693296,121502.87784,76.10000000000001,75.01,8.197867039999982,0.08210764795469438,STOP_LOSS,41.0,9984.29165152
42,2025-10-03 20:19:00+00:00,2025-10-04 20:19:00+00:00,BTCUSD.x,SELL,122424.55,121730.68000000001,0.01,123524.86777,120223.91446,75.01,77.22,6.938699999999954,0.06944790337002235,TIME_BARRIER,1440.0,9991.23035152
43,2025-10-04 20:22:00+00:00,2025-10-05 05:33:00+00:00,BTCUSD.x,BUY,121739.95999999999,123930.41347999999,0.01,122322.927912,123930.41347999999,75.01,75.01,21.904534799999965,0.21875801183829113,TAKE_PROFIT,551.0,10013.13488632
44,2025-10-05 05:40:00+00:00,2025-10-05 12:13:00+00:00,BTCUSD.x,BUY,123833.29000000001,124419.313432,0.01,124419.333432,126056.78428,75.0,76.2,5.860234319999872,0.05849123838704423,STOP_LOSS,393.0,10018.99512064
45,2025-10-05 12:15:00+00:00,2025-10-06 03:15:00+00:00,BTCUSD.x,SELL,124323.81999999999,123539.03074,0.01,123539.01074,122086.30209999999,75.72,75.01,7.847892599999905,0.07826882887901118,STOP_LOSS,900.0,10026.84301324
46,2025-10-06 03:15:00+00:00,2025-10-06 14:30:00+00:00,BTCUSD.x,SELL,123415.78,124529.25606,0.01,124529.23606,121188.86788,75.01,76.03,-11.134760600000009,-0.11117297268583119,STOP_LOSS,675.0,10015.70825264
47,2025-10-06 14:44:00+00:00,2025-10-06 18:22:00+00:00,BTCUSD.x,SELL,124212.87999999999,125330.66571,0.01,125330.64571,121977.34857999999,77.3,76.2,-11.17785710000011,-0.11172795381763422,STOP_LOSS,218.0,10004.530395540001
48,2025-10-06 18:26:00+00:00,2025-10-07 05:22:00+00:00,BTCUSD.x,BUY,125244.87,124118.16862,0.01,124118.18862,127498.23276,75.9,75.01,-11.267013799999987,-0.11274609073736033,STOP_LOSS,656.0,9993.263381740002
49,2025-10-07 05:28:00+00:00,2025-10-07 13:20:00+00:00,BTCUSD.x,SELL,124454.55,124373.53000000001,0.01,124373.51000000001,122213.93124,81.04,75.0,0.8101999999998952,0.008106804431380189,STOP_LOSS,472.0,9994.073581740002
50,2025-10-07 13:24:00+00:00,2025-10-07 18:07:00+00:00,BTCUSD.x,SELL,124232.08,121996.723,0.01,123554.0442,121996.723,77.2,75.0,22.353570000000037,0.22316909673842028,TAKE_PROFIT,283.0,10016.427151740001
51,2025-10-07 18:07:00+00:00,2025-10-07 18:40:00+00:00,BTCUSD.x,BUY,122287.85,121190.02458,0.01,121190.04458,124483.46084,75.0,75.01,-10.978254200000084,-0.10972275519491446,STOP_LOSS,33.0,10005.448897540002
52,2025-10-07 18:56:00+00:00,2025-10-08 11:40:00+00:00,BTCUSD.x,SELL,121451.23999999999,122545.25068,0.01,122545.23068,119263.25863999999,75.01,75.0,-10.940106800000066,-0.10946117542200942,STOP_LOSS,1004.0,9994.508790740001
53,2025-10-08 11:40:00+00:00,2025-10-08 20:10:00+00:00,BTCUSD.x,SELL,122407.31,123510.21898,0.01,123510.19898,120201.53203999999,75.0,77.44,-11.029089800000074,-0.11047340336617925,STOP_LOSS,510.0,9983.47970094
54,2025-10-08 20:20:00+00:00,2025-10-09 04:01:00+00:00,BTCUSD.x,BUY,123799.19,122685.91383,0.01,122685.93383000001,126025.70234,77.44,76.5,-11.132761699999973,-0.11163632560951002,STOP_LOSS,461.0,9972.34693924
55,2025-10-09 04:01:00+00:00,2025-10-09 05:41:00+00:00,BTCUSD.x,BUY,122833.56,121729.46104,0.01,121729.48104,125041.71792,76.5,75.01,-11.04098960000003,-0.11083877611849728,STOP_LOSS,100.0,9961.30594964
56,2025-10-09 06:00:00+00:00,2025-10-09 14:22:00+00:00,BTCUSD.x,SELL,121523.3,122618.36089000001,0.01,122618.34089,119333.21822000001,77.22,75.0,-10.950608900000079,-0.1100524405913899,STOP_LOSS,502.0,9950.35534074
57,2025-10-09 15:01:00+00:00,2025-10-09 17:23:00+00:00,BTCUSD.x,BUY,122715.48000000001,121611.15559000001,0.01,121611.17559000001,124924.08882,75.16,75.01,-11.043244100000011,-0.11110672441539689,STOP_LOSS,142.0,9939.31209664
58,2025-10-09 17:31:00+00:00,2025-10-09 19:53:00+00:00,BTCUSD.x,BUY,121505.05000000002,120412.14317000001,0.01,120412.16317000001,123690.82366000002,75.32000000000001,75.01,-10.929068300000072,-0.11007903571813933,STOP_LOSS,142.0,9928.38302834
59,2025-10-09 19:54:00+00:00,2025-10-10 17:17:00+00:00,BTCUSD.x,BUY,120439.44,121133.1526,0.01,121133.1726,122603.319,75.0,75.0,6.9371259999999895,0.0698228732666423,STOP_LOSS,1283.0,9935.320154340001
60,2025-10-10 17:17:00+00:00,2025-10-10 18:30:00+00:00,BTCUSD.x,SELL,121378.01,119198.50933999999,0.01,120458.200396,119198.50933999999,75.0,75.0,21.79500660000005,0.21888876695428813,TAKE_PROFIT,73.0,9957.11516094
61,2025-10-10 18:31:00+00:00,2025-10-10 20:05:00+00:00,BTCUSD.x,BUY,118996.83,117928.807,0.01,117928.827,121132.836,75.0,75.0,-10.68023000000001,-0.10737746814969272,STOP_LOSS,94.0,9946.43493094
62,2025-10-10 20:05:00+00:00,2025-10-10 22:08:00+00:00,BTCUSD.x,BUY,118079.03,117018.80514,0.01,117018.82514,120199.43972,75.0,75.0,-10.60224860000002,-0.10670719746362588,STOP_LOSS,123.0,9935.83268234
63,2025-10-10 22:27:00+00:00,2025-10-10 23:56:00+00:00,BTCUSD.x,SELL,116624.98,114529.19464,0.01,116070.371216,114529.19464,75.01,75.0,20.957853599999943,0.21048804355530568,TAKE_PROFIT,89.0,9956.790535940001
64,2025-10-10 23:59:00+00:00,2025-10-11 00:12:00+00:00,BTCUSD.x,BUY,114329.26,113301.94129999999,0.01,113301.9613,116383.8574,75.01,75.01,-10.273187000000034,-0.1032842616123808,STOP_LOSS,13.0,9946.51734894
65,2025-10-11 00:12:00+00:00,2025-10-11 00:13:00+00:00,BTCUSD.x,BUY,113594.45,112578.07178999999,0.01,112578.09178999999,115627.16642,75.01,75.01,-10.163782100000098,-0.10228885306496219,STOP_LOSS,1.0,9936.35356684
66,2025-10-11 00:13:00+00:00,2025-10-11 00:14:00+00:00,BTCUSD.x,BUY,112926.45,111815.62878572436,0.01,111815.64878572436,115148.05242855128,75.01,75.01,-11.108212142756384,-0.11191876619452322,STOP_LOSS,1.0,9925.245354697243
67,2025-10-11 00:14:00+00:00,2025-10-11 00:16:00+00:00,BTCUSD.x,BUY,112014.13,110863.61315998712,0.01,110863.63315998712,114315.12368002578,75.01,75.0,-11.505168400128897,-0.1160527528856513,STOP_LOSS,2.0,9913.740186297115
68,2025-10-11 01:01:00+00:00,2025-10-11 01:06:00+00:00,BTCUSD.x,BUY,113246.85,111831.31358609689,0.01,111831.3335860969,116077.88282780623,75.01,75.0,-14.155364139031153,-0.14298947272361792,STOP_LOSS,5.0,9899.584822158084
69,2025-10-11 01:06:00+00:00,2025-10-11 01:15:00+00:00,BTCUSD.x,BUY,111654.32,113670.94712000001,0.01,112383.593728,113670.94712000001,75.0,75.01,20.166271200000047,0.2032941251268157,TAKE_PROFIT,9.0,9919.751093358083
70,2025-10-11 01:15:00+00:00,2025-10-11 01:22:00+00:00,BTCUSD.x,BUY,113661.81999999999,112640.90911999998,0.01,112640.92911999999,115703.60175999999,75.01,75.01,-10.209108800000104,-0.1030230137367482,STOP_LOSS,7.0,9909.541984558084
71,2025-10-11 01:23:00+00:00,2025-10-11 02:11:00+00:00,BTCUSD.x,BUY,112670.34,112758.354012,0.01,112758.374012,114695.89998,79.62,75.0,0.8801401199999964,0.00888095490714111,STOP_LOSS,48.0,9910.422124678083
72,2025-10-11 02:11:00+00:00,2025-10-11 02:27:00+00:00,BTCUSD.x,SELL,112781.84,113796.68038,0.01,113796.66038,110752.19924,75.0,75.01,-10.148403800000088,-0.1025062951400903,STOP_LOSS,16.0,9900.273720878084
73,2025-10-11 02:46:00+00:00,2025-10-11 02:50:00+00:00,BTCUSD.x,BUY,114372.16,113344.84085,0.01,113344.86085,116426.7583,75.01,75.01,-10.273191500000102,-0.10387452932367149,STOP_LOSS,4.0,9890.000529378083
74,2025-10-11 02:55:00+00:00,2025-10-11 03:16:00+00:00,BTCUSD.x,BUY,112931.28,111915.73491999999,0.01,111915.75491999999,114962.33016,75.01,75.01,-10.155450800000109,-0.10278957533473483,STOP_LOSS,21.0,9879.845078578082
75,2025-10-11 03:16:00+00:00,2025-10-11 04:28:00+00:00,BTCUSD.x,BUY,112169.66,111163.03914,0.01,111163.05914,114182.86172,75.01,75.01,-10.0662086000001,-0.10199021409303828,STOP_LOSS,72.0,9869.778869978083
76,2025-10-11 05:01:00+00:00,2025-10-11 05:45:00+00:00,BTCUSD.x,BUY,111187.56,113186.72352,0.01,111966.901888,113186.72352,76.34,75.47,19.99163520000002,0.20214458151008463,TAKE_PROFIT,44.0,9889.770505178083
77,2025-10-11 06:07:00+00:00,2025-10-11 10:50:00+00:00,BTCUSD.x,SELL,112298.59,110274.8482,0.01,111500.10508,110274.8482,75.01,75.01,20.237418000000034,0.2042119255290162,TAKE_PROFIT,283.0,9910.007923178084
78,2025-10-11 11:01:00+00:00,2025-10-11 15:29:00+00:00,BTCUSD.x,BUY,110365.84999999999,112351.6577,0.01,111138.29538,112351.6577,76.9,76.5,19.858077000000048,0.1999833331048365,TAKE_PROFIT,268.0,9929.866000178085
79,2025-10-11 15:48:00+00:00,2025-10-11 22:20:00+00:00,BTCUSD.x,BUY,112139.31,111130.35517,0.01,111130.37517,114157.17966,81.43,75.0,-10.089548300000024,-0.10171144832694085,STOP_LOSS,392.0,9919.776451878084
80,2025-10-11 22:20:00+00:00,2025-10-12 00:22:00+00:00,BTCUSD.x,SELL,111142.4,110660.413988,0.01,110660.393988,109145.91002,75.0,75.01,4.819860119999939,0.04856479768525289,STOP_LOSS,122.0,9924.596311998084
81,2025-10-12 00:22:00+00:00,2025-10-12 17:51:00+00:00,BTCUSD.x,BUY,110465.51,112456.96862,0.01,111089.124828,112456.96862,75.01,75.0,19.91458620000005,0.20025707049713737,TAKE_PROFIT,1049.0,9944.510898198085
82,2025-10-12 17:57:00+00:00,2025-10-12 18:19:00+00:00,BTCUSD.x,SELL,112627.36,113640.7152,0.01,113640.6952,110600.6896,75.01,75.01,-10.133552000000055,-0.10200490324517614,STOP_LOSS,22.0,9934.377346198085
83,2025-10-12 18:19:00+00:00,2025-10-12 19:45:00+00:00,BTCUSD.x,SELL,113277.37,114299.421,0.01,114299.401,111233.30799999999,75.01,75.01,-10.220510000000068,-0.10298617977016489,STOP_LOSS,86.0,9924.156836198086
84,2025-10-12 19:47:00+00:00,2025-10-13 00:13:00+00:00,BTCUSD.x,SELL,114415.48,115440.15783,0.01,115440.13782999999,112366.16433999999,75.01,75.01,-10.246778300000006,-0.10335758787560045,STOP_LOSS,266.0,9913.910057898087
85,2025-10-13 00:13:00+00:00,2025-10-13 05:01:00+00:00,BTCUSD.x,SELL,114880.75,115918.78572,0.01,115918.76572,112804.71856,75.01,75.01,-10.380357199999999,-0.10481472276766435,STOP_LOSS,288.0,9903.529700698087
86,2025-10-13 05:05:00+00:00,2025-10-13 16:30:00+00:00,BTCUSD.x,SELL,115234.14,114807.67081200001,0.01,114807.650812,113158.92198,75.0,75.01,4.264691879999882,0.0430438068355007,STOP_LOSS,685.0,9907.794392578087
